,Predicted Confirmed Cases
6961,1121.6147
6962,1143.5352
6963,1169.264
6964,1198.8167
6965,1021.4234
6966,986.7696
6967,993.10254
6968,999.75323
6969,1006.91486
6970,1014.74646
6971,1023.3965
6972,1033.0183
6973,1043.7861
6974,1055.9135
6975,1069.6797
6976,1085.4615
6977,1103.7577
6978,1125.1619
6979,1150.1888
6980,1178.892
6981,1210.4773
6982,1243.3448
6983,1275.6057
6984,1305.8649
6985,1333.8441
6986,1359.7992
6987,1384.0427
6988,1406.6267
6989,1427.3876
6990,1446.3802
6991,1463.7683
6992,1479.8075
6993,1494.7483
6994,1148.8025
6995,1011.47894
6996,1019.2394
6997,1027.5771
6998,1036.6355
6999,1046.5476
7000,1057.4598
7001,1069.5604
7002,1083.1128
7003,1098.4945
7004,1116.2255
7005,1136.9478
7006,1161.274
7007,1189.4293
7008,1019.1873
7009,985.8121
7010,991.9933
7011,998.4761
7012,1005.44904
7013,1013.06647
7014,1021.46936
7015,1030.8011
7016,1041.2211
7017,1052.9211
7018,1066.1489
7019,1081.2374
7020,1098.635
7021,1118.9023
7022,1142.5973
7023,1169.9573
7024,1200.4807
7025,1232.8071
7026,1265.132
7027,1295.7518
7028,1324.1425
7029,1350.421
7030,1374.9493
7031,1397.8914
7032,1419.1224
7033,1438.581
7034,1456.3704
7035,1472.7129
7036,1487.8685
7037,1138.8104
7038,1009.9853
7039,1017.5621
7040,1025.6968
7041,1034.5269
7042,1044.1764
7043,1054.7776
7044,1066.4957
7045,1079.5596
7046,1094.3002
7047,1111.1816
7048,1130.8019
7049,1153.7949
7050,1180.5427
7051,1017.0909
7052,984.88916
7053,990.9233
7054,997.24384
7055,1004.03564
7056,1011.44775
7057,1019.61505
7058,1028.6722
7059,1038.766
7060,1050.0691
7061,1062.8013
7062,1077.2563
7063,1093.8341
7064,1113.053
7065,1135.4827
7066,1161.496
7067,1190.8583
7068,1222.4777
7069,1254.6559
7070,1285.6105
7071,1314.4247
7072,1341.0552
7073,1365.8569
7074,1389.1052
7075,1410.7662
7076,1430.6901
7077,1448.9124
7078,1465.5988
7079,1481.0012
7080,1129.3773
7081,1008.5376
7082,1015.9364
7083,1023.8753
7084,1032.4869
7085,1041.8877
7086,1052.1973
7087,1063.5613
7088,1076.1788
7089,1090.338
7090,1106.4501
7091,1125.0625
7092,1146.8037
7093,1172.1631
7094,1015.1195
7095,983.99945
7096,989.89105
7097,996.05493
7098,1002.6719
7099,1009.8868
7100,1017.8292
7101,1026.6259
7102,1036.4126
7103,1047.3456
7104,1059.6202
7105,1073.4956
7106,1089.3254
7107,1107.5819
7108,1128.823
7109,1153.5117
7110,1181.6437
7111,1212.4069
7112,1244.2703
7113,1275.4512
7114,1304.6781
7115,1331.6943
7116,1356.7787
7117,1380.2936
7118,1402.331
7119,1422.702
7120,1441.3777
7121,1458.4476
7122,1474.1344
7123,1120.525
7124,1007.134
7125,1014.3605
7126,1022.1103
7127,1030.5122
7128,1039.6759
7129,1049.711
7130,1060.7458
7131,1072.9539
7132,1086.5846
7133,1101.9999
7134,1119.6948
7135,1140.2723
7136,1164.2861
7137,1013.25977
7138,983.1416
7139,988.89514
7140,994.90717
7141,1001.3554
7142,1008.381
7143,1016.1081
7144,1024.657
7145,1034.1537
7146,1044.7405
7147,1056.5916
7148,1069.9347
7149,1085.082
7150,1102.4576
7151,1122.592
7152,1145.9996
7153,1172.8615
7154,1202.6421
7155,1234.0228
7156,1265.2952
7157,1294.8928
7158,1322.3239
7159,1347.7189
7160,1371.4794
7161,1393.8187
7162,1414.6204
7163,1433.7538
7164,1451.2412
7165,1467.2535
7166,1112.2632
7167,1005.7734
7168,1012.83215
7169,1020.3993
7170,1028.5991
7171,1037.5365
7172,1047.3121
7173,1058.0397
7174,1069.8701
7175,1083.0193
7176,1097.8032
7177,1114.665
7178,1134.1692
7179,1156.899
7180,1011.5005
7181,982.3146
7182,987.934
7183,993.7992
7184,1000.08453
7185,1006.9274
7186,1014.4482
7187,1022.7608
7188,1031.9829
7189,1042.2448
7190,1053.702
7191,1066.5553
7192,1081.0787
7193,1097.6499
7194,1116.7612
7195,1138.9464
7196,1164.5272
7197,1193.2246
7198,1223.9631
7199,1255.1387
7200,1285.0681
7201,1312.9276
7202,1338.6727
7203,1362.6791
7204,1385.2739
7205,1406.4559
7206,1426.0332
7207,1443.962
7208,1460.3407
7209,1104.5907
7210,1004.45355
7211,1011.3496
7212,1018.7394
7213,1026.7446
7214,1035.4652
7215,1044.9944
7216,1055.4341
7217,1066.9149
7218,1079.6237
7219,1093.8347
7220,1109.941
7221,1128.4619
7222,1149.9817
7223,1009.83215
7224,981.5173
7225,987.00653
7226,992.7294
7227,998.85706
7228,1005.52405
7229,1012.8463
7230,1020.93304
7231,1029.8948
7232,1039.8505
7233,1050.9403
7234,1063.3414
7235,1077.2936
7236,1093.1304
7237,1111.3008
7238,1132.3335
7239,1156.6473
7240,1184.1888
7241,1214.1406
7242,1245.0441
7243,1275.215
7244,1303.4938
7245,1329.6272
7246,1353.9014
7247,1376.7206
7248,1398.2224
7249,1418.2164
7250,1436.5962
7251,1453.3774
7252,1097.4955
7253,1003.1737
7254,1009.9115
7255,1017.12897
7256,1024.9459
7257,1033.458
7258,1042.7527
7259,1052.921
7260,1064.0771
7261,1076.3816
7262,1090.0719
7263,1105.4934
7264,1123.1174
7265,1143.5087
7266,1008.24585
7267,980.7484
7268,986.1113
7269,991.6961
7270,997.6712
7271,1004.1682
7272,1011.29974
7273,1019.17017
7274,1027.8837
7275,1037.5504
7276,1048.2964
7277,1060.2786
7278,1073.7062
7279,1088.8723
7280,1106.1808
7281,1126.1371
7282,1149.2192
7283,1175.56
7284,1204.6011
7285,1235.0719
7286,1265.3545
7287,1294.0112
7288,1320.565
7289,1345.1449
7290,1368.1792
7291,1389.9319
7292,1410.3113
7293,1429.1343
7294,1446.3455
7295,1090.9558
7296,1001.9323
7297,1008.5157
7298,1015.56604
7299,1023.20044
7300,1031.5118
7301,1040.5822
7302,1050.4941
7303,1061.347
7304,1073.279
7305,1086.4945
7306,1101.2952
7307,1118.1033
7308,1137.4513
7309,1006.7344
7310,980.0073
7311,985.2473
7312,990.6981
7313,996.5254
7314,1002.8581
7315,1009.80566
7316,1017.4687
7317,1025.9454
7318,1035.3383
7319,1045.7616
7320,1057.3541
7321,1070.2988
7322,1084.8519
7323,1101.3721
7324,1120.331
7325,1142.2329
7326,1167.3553
7327,1195.3849
7328,1225.27
7329,1255.4996
7330,1284.4796
7331,1311.4677
7332,1336.3997
7333,1359.6619
7334,1381.6255
7335,1402.3346
7336,1421.5739
7337,1439.2295
7338,1084.9431
7339,1000.728
7340,1007.1611
7341,1014.0488
7342,1021.506
7343,1029.6237
7344,1038.4788
7345,1048.1475
7346,1058.7163
7347,1070.3036
7348,1083.0846
7349,1097.3215
7350,1113.389
7351,1131.7789
7352,1005.29095
7353,979.2927
7354,984.4133
7355,989.7341
7356,995.4181
7357,1001.59174
7358,1008.3619
7359,1015.8254
7360,1024.0757
7361,1033.2085
7362,1043.3276
7363,1054.5568
7364,1067.0554
7365,1081.0471
7366,1096.8473
7367,1114.8875
7368,1135.6721
7369,1159.5831
7370,1186.526
7371,1215.6863
7372,1245.6791
7373,1274.9099
7374,1302.321
7375,1327.6489
7376,1351.1719
7377,1373.3265
7378,1394.3008
7379,1413.9208
7380,1432.0186
7381,1079.4236
7382,999.56
7383,1005.8464
7384,1012.5754
7385,1019.8608
7386,1027.7908
7387,1036.4392
7388,1045.8759
7389,1056.177
7390,1067.4441
7391,1079.8265
7392,1093.5507
7393,1108.9463
7394,1126.4606
7395,1003.9102
7396,978.60394
7397,983.6086
7398,988.8027
7399,994.3475
7400,1000.3674
7401,1006.9662
7402,1014.2377
7403,1022.271
7404,1031.1561
7405,1040.9878
7406,1051.8766
7407,1063.9623
7408,1077.438
7409,1092.5806
7410,1109.7778
7411,1129.5164
7412,1152.2433
7413,1178.0508
7414,1206.3647
7415,1235.9673
7416,1265.3242
7417,1293.1177
7418,1318.8722
7419,1342.7026
7420,1365.0509
7421,1386.2301
7422,1406.1884
7423,1424.7076
7424,1074.3604
7425,998.42694
7426,1004.5702
7427,1011.14465
7428,1018.2627
7429,1026.0107
7430,1034.46
7431,1043.6748
7432,1053.7229
7433,1064.6912
7434,1076.7064
7435,1089.9628
7436,1104.7485
7437,1121.4655
7438,1002.5871
7439,977.94
7440,982.83167
7441,987.9028
7442,993.3127
7443,999.18335
7444,1005.6164
7445,1012.7027
7446,1020.5277
7447,1029.1763
7448,1038.7357
7449,1049.3049
7450,1061.0062
7451,1074.0073
7452,1088.5486
7453,1104.9744
7454,1123.7411
7455,1145.3285
7456,1169.977
7457,1197.3453
7458,1226.4113
7459,1255.7528
7460,1283.8562
7461,1310.0504
7462,1334.2395
7463,1356.8064
7464,1378.1603
7465,1398.398
7466,1417.2997
7467,1069.7156
7468,997.3279
7469,1003.3313
7470,1009.7551
7471,1016.71027
7472,1024.2816
7473,1032.5381
7474,1041.5402
7475,1051.3481
7476,1062.0363
7477,1073.7119
7478,1086.5404
7479,1100.7723
7480,1116.7643
7481,1001.3172
7482,977.3002
7483,982.08185
7484,987.03357
7485,992.3123
7486,998.03815
7487,1004.3107
7488,1011.2184
7489,1018.8431
7490,1027.2653
7491,1036.5659
7492,1046.834
7493,1058.1769
7494,1070.7394
7495,1084.7297
7496,1100.4506
7497,1118.3204
7498,1138.8253
7499,1162.3148
7500,1188.6606
7501,1217.0564
7502,1246.1896
7503,1274.5491
7504,1301.1681
7505,1325.7623
7506,1348.5908
7507,1370.1112
7508,1390.5635
7509,1409.8063
7510,1065.4517
7511,996.2619
7512,1002.12897
7513,1008.40564
7514,1015.20166
7515,1022.60114
7516,1030.6711
7517,1039.4685
7518,1049.0476
7519,1059.4722
7520,1070.8323
7521,1083.2683
7522,1096.996
7523,1112.3297
7524,1000.09686
7525,976.68353
7526,981.3582
7527,986.1937
7528,991.3449
7529,996.9302
7530,1003.0473
7531,1009.78217
7532,1017.2141
7533,1025.4192
7534,1034.4731
7535,1044.4568
7536,1055.4639
7537,1067.6201
7538,1081.1045
7539,1096.1815
7540,1113.2273
7541,1132.7153
7542,1155.0667
7543,1180.3376
7544,1207.9454
7545,1236.7245
7546,1265.2186
7547,1292.221
7548,1317.2493
7549,1340.3923
7550,1362.0944
7551,1382.7125
7552,1402.2452
7553,1061.532
7554,995.22797
7555,1000.9618
7556,1007.0947
7557,1013.7358
7558,1020.9681
7559,1028.8569
7560,1037.4567
7561,1046.8169
7562,1056.9922
7563,1068.0582
7564,1080.1327
7565,1093.4004
7566,1108.1362
7567,998.9226
7568,976.0895
7569,980.6599
7570,985.38226
7571,990.4095
7572,995.8584
7573,1001.82465
7574,1008.39233
7575,1015.6381
7576,1023.6347
7577,1032.4532
7578,1042.1669
7579,1052.859
7580,1064.6373
7581,1077.6561
7582,1092.1442
7583,1108.4354
7584,1126.9762
7585,1148.2273
7586,1172.3951
7587,1199.1167
7588,1227.4017
7589,1255.8965
7590,1283.2087
7591,1308.6805
7592,1332.1926
7593,1354.1122
7594,1374.8771
7595,1394.6412
7596,1057.9224
7597,994.2253
7598,999.82886
7599,1005.8214
7600,1012.311
7601,1019.38007
7602,1027.093
7603,1035.5018
7604,1044.6521
7605,1054.591
7606,1065.3815
7607,1077.1215
7608,1089.9685
7609,1104.1609
7610,997.7915
7611,975.51715
7612,979.9861
7613,984.5983
7614,989.505
7615,994.8211
7616,1000.6412
7617,1007.04694
7618,1014.11304
7619,1021.909
7620,1030.5021
7621,1039.9591
7622,1050.3541
7623,1061.7802
7624,1074.3689
7625,1088.3174
7626,1103.919
7627,1121.5842
7628,1141.7859
7629,1164.8447
7630,1190.603
7631,1218.2659
7632,1246.5919
7633,1274.1443
7634,1300.042
7635,1323.9688
7636,1346.1569
7637,1367.0728
7638,1387.0077
7639,1054.5908
7640,993.253
7641,998.72925
7642,1004.58453
7643,1010.9263
7644,1017.836
7645,1025.3776
7646,1033.6014
7647,1042.5496
7648,1052.2633
7649,1062.7944
7650,1074.2242
7651,1086.685
7652,1100.3827
7653,996.701
7654,974.96594
7655,979.336
7656,983.841
7657,988.6302
7658,993.81744
7659,999.49524
7660,1005.7442
7661,1012.63635
7662,1020.23914
7663,1028.6158
7664,1037.8285
7665,1047.9427
7666,1059.0387
7667,1071.229
7668,1084.6824
7669,1099.6537
7670,1116.5137
7671,1135.7264
7672,1157.6906
7673,1182.4302
7674,1209.3577
7675,1237.3593
7676,1265.0514
7677,1291.3292
7678,1315.698
7679,1338.2124
7680,1359.3066
7681,1379.3759
7682,1051.5082
7683,992.3102
7684,997.662
7685,1003.3831
7686,1009.5803
7687,1016.3346
7688,1023.7092
7689,1031.7532
7690,1040.5063
7691,1050.0046
7692,1060.2911
7693,1071.4316
7694,1083.5369
7695,1096.7831
7696,995.6486
7697,974.43524
7698,978.70886
7699,983.10944
7700,987.7845
7701,992.84607
7702,998.3858
7703,1004.4824
7704,1011.2064
7705,1018.62256
7706,1026.7914
7707,1035.7704
7708,1045.6184
7709,1056.4045
7710,1068.2246
7711,1081.222
7712,1095.6172
7713,1111.7393
7714,1130.0286
7715,1150.9298
7716,1174.6187
7717,1200.714
7718,1228.2587
7719,1255.961
7720,1282.5463
7721,1307.3613
7722,1330.257
7723,1351.5751
7724,1371.7723
7725,1048.6483
7726,991.3961
7727,996.62634
7728,1002.21625
7729,1008.27203
7730,1014.8744
7731,1022.08606
7732,1029.9552
7733,1038.5197
7734,1047.8112
7735,1057.8655
7736,1068.7355
7737,1080.5121
7738,1093.3451
7739,994.6323
7740,973.9242
7741,978.104
7742,982.4027
7743,986.9665
7744,991.906
7745,997.31146
7746,1003.2602
7747,1009.82104
7748,1017.05695
7749,1025.0256
7750,1033.7808
7751,1043.3757
7752,1053.87
7753,1065.3446
7754,1077.9211
7755,1091.7888
7756,1107.2361
7757,1124.6702
7758,1144.5538
7759,1167.1804
7760,1192.3667
7761,1219.3318
7762,1246.9016
7763,1273.7067
7764,1298.9456
7765,1322.2664
7766,1343.8655
7767,1364.2075
7768,1045.9874
7769,990.51013
7770,995.62134
7771,1001.08295
7772,1007.0004
7773,1013.4542
7774,1020.5066
7775,1028.2054
7776,1036.5869
7777,1045.6798
7778,1055.513
7779,1066.1285
7780,1077.6002
7781,1090.0541
7782,993.6503
7783,973.43225
7784,977.5206
7785,981.7202
7786,986.1755
7787,990.99615
7788,996.27106
7789,1002.07605
7790,1008.4789
7791,1015.54016
7792,1023.31573
7793,1031.8563
7794,1041.21
7795,1051.4282
7796,1062.5795
7797,1074.7664
7798,1088.1501
7799,1102.9807
7800,1119.6271
7801,1138.5483
7802,1160.1217
7803,1184.3418
7804,1210.6184
7805,1237.8889
7806,1264.8347
7807,1290.4482
7808,1314.2177
7809,1336.158
7810,1356.6829
7811,1043.5045
7812,989.6513
7813,994.6462
7814,999.98236
7815,1005.7644
7816,1012.0729
7817,1018.96967
7818,1026.5024
7819,1034.706
7820,1043.6069
7821,1053.2289
7822,1063.6042
7823,1074.7922
7824,1086.897
7825,992.2252
7826,972.5038
7827,976.41583
7828,980.42456
7829,984.67145
7830,989.2634
7831,994.2873
7832,999.8167
7833,1005.9167
7834,1012.64526
7835,1020.0541
7836,1028.1896
7837,1037.0916
7838,1046.7996
7839,1057.3612
7840,1068.8481
7841,1081.3755
7842,1095.1273
7843,1110.3912
7844,1127.5752
7845,1147.1334
7846,1169.3335
7847,1193.968
7848,1220.2716
7849,1247.1244
7850,1273.2457
7851,1297.882
7852,1320.6519
7853,1341.7104
7854,1039.0002
7855,988.01263
7856,992.7826
7857,997.87573
7858,1003.3957
7859,1009.42267
7860,1016.0182
7861,1023.22974
7862,1031.0917
7863,1039.6267
7864,1048.8513
7865,1058.783
7866,1069.4562
7867,1080.9393
7868,990.8934
7869,972.0659
7870,975.8931
7871,979.81006
7872,983.95654
7873,988.4386
7874,993.34186
7875,998.73895
7876,1004.694
7877,1011.26337
7878,1018.4978
7879,1026.4414
7880,1035.1313
7881,1044.6023
7882,1054.8937
7883,1066.0647
7884,1078.2115
7885,1091.4906
7886,1106.1514
7887,1122.5642
7888,1141.1852
7889,1162.371
7890,1186.0876
7891,1211.7449
7892,1238.3285
7893,1264.58
7894,1289.5833
7895,1312.8064
7896,1334.2228
7897,1036.948
7898,987.2315
7899,991.89264
7900,996.8681
7901,1002.2614
7902,1008.15173
7903,1014.60144
7904,1021.6576
7905,1029.3547
7906,1037.7147
7907,1046.7511
7908,1056.4764
7909,1066.9147
7910,1078.1195
7911,990.0328
7912,971.64496
7913,975.38947
7914,979.21686
7915,983.2656
7916,987.6404
7917,992.426
7918,997.69434
7919,1003.5083
7920,1009.9233
7921,1016.98865
7922,1024.7466
7923,1033.2327
7924,1042.477
7925,1052.5123
7926,1063.3867
7927,1075.1802
7928,1088.0247
7929,1102.1344
7930,1117.84
7931,1135.5812
7932,1155.7728
7933,1178.5328
7934,1203.4523
7935,1229.6389
7936,1255.9108
7937,1281.2069
7938,1304.8759
7939,1326.7009
7940,1035.0114
7941,986.47473
7942,991.0295
7943,995.88995
7944,1001.15906
7945,1006.9157
7946,1013.22235
7947,1020.12665
7948,1027.6627
7949,1035.852
7950,1044.7065
7951,1054.234
7952,1064.4498
7953,1075.3948
7954,989.1994
7955,971.2404
7956,974.90424
7957,978.64435
7958,982.5976
7959,986.86786
7960,991.5389
7961,996.6818
7962,1002.35834
7963,1008.6232
7964,1015.5245
7965,1023.1032
7966,1031.3926
7967,1040.4198
7968,1050.2118
7969,1060.8069
7970,1072.2709
7971,1084.7146
7972,1098.3204
7973,1113.3792
7974,1130.302
7975,1149.5343
7976,1171.318
7977,1195.4238
7978,1221.1023
7979,1247.274
7980,1272.7695
7981,1296.8522
7982,1319.1202
7983,1033.1794
7984,985.74176
7985,990.19244
7986,994.94055
7987,1000.0878
7988,1005.71375
7989,1011.8804
7990,1018.6355
7991,1026.014
7992,1034.037
7993,1042.7148
7994,1052.052
7995,1062.0569
7996,1072.7579
7997,990.4871
7998,972.95905
7999,976.95807
8000,981.06116
8001,985.41095
8002,990.1157
8003,995.2633
8004,1000.9287
8005,1007.17786
8006,1014.0701
8007,1021.6593
8008,1029.9935
8009,1039.1166
8010,1049.0731
8011,1059.9209
8012,1071.7456
8013,1084.684
8014,1098.9512
8015,1114.8755
8016,1132.8958
8017,1153.4417
8018,1176.6595
8019,1202.1533
8020,1228.9989
8021,1255.9615
8022,1281.877
8023,1306.0933
8024,1328.4283
8025,1349.1895
8026,1041.1809
8027,988.81915
8028,993.70026
8029,998.9135
8030,1004.56335
8031,1010.72943
8032,1017.4739
8033,1024.8442
8034,1032.8748
8035,1041.5901
8036,1051.0094
8037,1061.1575
8038,1072.0798
8039,1083.8622
8040,990.06647
8041,970.85175
8042,974.4367
8043,978.0917
8044,981.952
8045,986.1204
8046,990.6797
8047,995.70026
8048,1001.24304
8049,1007.36194
8050,1014.1038
8051,1021.5087
8052,1029.6085
8053,1038.4272
8054,1047.9873
8055,1058.3185
8056,1069.4742
8057,1081.5471
8058,1094.6915
8059,1109.1595
8060,1125.3267
8061,1143.6454
8062,1164.4514
8063,1187.6843
8064,1212.7544
8065,1238.6932
8066,1264.2965
8067,1288.7366
8068,1311.4602
8069,1031.4421
8070,985.0321
8071,989.38104
8072,994.01904
8073,999.0472
8074,1004.5448
8075,1010.5741
8076,1017.18353
8077,1024.4075
8078,1032.2678
8079,1040.7742
8080,1049.9279
8081,1059.7313
8082,1070.2029
8083,987.6101
8084,970.4785
8085,973.9867
8086,977.55865
8087,981.32825
8088,985.3971
8089,989.8474
8090,994.74866
8091,1000.1613
8092,1006.138
8093,1012.72516
8094,1019.96136
8095,1027.8776
8096,1036.4958
8097,1045.8342
8098,1055.9155
8099,1066.7822
8100,1078.5107
8101,1091.2313
8102,1105.1602
8103,1120.6334
8104,1138.092
8105,1157.9358
8106,1180.2545
8107,1204.6278
8108,1230.194
8109,1255.8192
8110,1280.5408
8111,1303.7073
8112,1029.7911
8113,984.34515
8114,988.59467
8115,993.1248
8116,998.0364
8117,1003.40826
8118,1009.3029
8119,1015.7691
8120,1022.84186
8121,1030.5432
8122,1038.8822
8123,1047.8585
8124,1057.4692
8125,1067.7238
8126,986.8524
8127,970.1202
8128,973.5535
8129,977.0443
8130,980.7254
8131,984.6973
8132,989.0413
8133,993.82635
8134,999.1118
8135,1004.9501
8136,1011.3865
8137,1018.4593
8138,1026.1979
8139,1034.6228
8140,1043.749
8141,1053.5929
8142,1064.1873
8143,1075.5947
8144,1087.925
8145,1101.3613
8146,1116.1998
8147,1132.8568
8148,1151.7682
8149,1173.1494
8150,1196.751
8151,1221.8392
8152,1247.3722
8153,1272.2847
8154,1295.8557
8155,1028.2188
8156,983.6801
8157,987.83246
8158,992.25714
8159,997.0546
8160,1002.3033
8161,1008.0658
8162,1014.39154
8163,1021.31604
8164,1028.8616
8165,1037.0374
8166,1045.8414
8167,1055.2672
8168,1065.3162
8169,986.118
8170,969.7762
8171,973.1366
8172,976.5484
8173,980.1431
8174,984.02026
8175,988.2605
8176,992.93207
8177,998.09375
8178,1003.7972
8179,1010.0869
8180,1017.0007
8181,1024.5671
8182,1032.8055
8183,1041.7278
8184,1051.3456
8185,1061.683
8186,1072.7905
8187,1084.7595
8188,1097.7454
8189,1112.0045
8190,1127.9199
8191,1145.9402
8192,1166.3783
8193,1189.1486
8194,1213.6631
8195,1238.9918
8196,1263.9929
8197,1287.9099
8198,1026.7184
8199,983.0367
8200,987.09375
8201,991.4154
8202,996.1011
8203,1001.22894
8204,1006.8623
8205,1013.0501
8206,1019.829
8207,1027.2218
8208,1035.2382
8209,1043.8748
8210,1053.1223
8211,1062.9753
8212,985.4062
8213,969.44635
8214,972.7354
8215,976.07007
8216,979.5806
8217,983.36536
8218,987.5044
8219,992.0652
8220,997.10614
8221,1002.67804
8222,1008.8251
8223,1015.58405
8224,1022.98334
8225,1031.0413
8226,1039.7677
8227,1049.1692
8228,1059.2633
8229,1070.0894
8230,1081.7233
8231,1094.2958
8232,1108.0269
8233,1123.2606
8234,1140.4393
8235,1159.9453
8236,1181.8411
8237,1205.6959
8238,1230.6782
8239,1255.6968
8240,1279.8827
8241,1025.2844
8242,982.414
8243,986.37823
8244,990.59894
8245,995.1752
8246,1000.1848
8247,1005.69116
8248,1011.7437
8249,1018.37976
8250,1025.6227
8251,1033.4827
8252,1041.9563
8253,1051.0316
8254,1060.6975
8255,984.71625
8256,969.1303
8257,972.3497
8258,975.60913
8259,979.0373
8260,982.73193
8261,986.7721
8262,991.22485
8263,996.1478
8264,1001.59155
8265,1007.5994
8266,1014.20795
8267,1021.4449
8268,1029.3281
8269,1037.8652
8270,1047.0602
8271,1056.9231
8272,1067.4845
8273,1078.8063
8274,1090.9983
8275,1104.2476
8276,1118.8577
8277,1135.2498
8278,1153.8489
8279,1174.8436
8280,1197.9657
8281,1222.4973
8282,1247.4299
8283,1271.7965
8284,1023.9114
8285,981.81177
8286,985.68506
8287,989.80707
8288,994.27606
8289,999.1699
8290,1004.5516
8291,1010.47156
8292,1016.96716
8293,1024.0631
8294,1031.7701
8295,1040.0845
8296,1048.9927
8297,1058.4791
8298,984.0476
8299,968.8273
8300,971.9788
8301,975.1648
8302,978.5127
8303,982.1193
8304,986.06305
8305,990.4103
8306,995.21814
8307,1000.5367
8308,1006.40894
8309,1012.87085
8310,1019.95
8311,1027.6637
8312,1036.0183
8313,1045.0148
8314,1054.6578
8315,1064.969
8316,1075.9991
8317,1087.8397
8318,1100.6487
8319,1114.6898
8320,1130.3534
8321,1148.0826
8322,1168.1671
8323,1190.4965
8324,1214.4856
8325,1239.2267
8326,1263.676
8327,1022.59485
8328,981.2293
8329,985.0137
8330,989.0392
8331,993.4033
8332,998.1836
8333,1003.4431
8334,1009.2328
8335,1015.5906
8336,1022.5422
8337,1030.0988
8338,1038.2574
8339,1047.0034
8340,1056.3175
8341,983.3995
8342,968.53705
8343,971.6223
8344,974.73663
8345,978.0063
8346,981.527
8347,985.37646
8348,989.62067
8349,994.3162
8350,999.51263
8351,1005.2525
8352,1011.5716
8353,1018.497
8354,1026.0459
8355,1034.2241
8356,1043.0298
8357,1052.4629
8358,1062.5375
8359,1073.2941
8360,1084.8086
8361,1097.2144
8362,1110.7373
8363,1125.7302
8364,1142.6354
8365,1161.8162
8366,1183.3081
8367,1206.6721
8368,1231.104
8369,1255.5518
8370,1021.3309
8371,980.6661
8372,984.3637
8373,988.29474
8374,992.5562
8375,997.22516
8376,1002.365
8377,1008.02673
8378,1014.24915
8379,1021.0588
8380,1028.4678
8381,1036.4739
8382,1045.0618
8383,1054.2092
8384,982.7714
8385,968.2593
8386,971.27985
8387,974.3244
8388,977.5175
8389,980.9543
8390,984.71185
8391,988.85516
8392,993.4412
8393,998.5184
8394,1004.129
8395,1010.3088
8396,1017.08453
8397,1024.4734
8398,1032.4803
8399,1041.102
8400,1050.3345
8401,1060.1846
8402,1070.6836
8403,1081.895
8404,1093.9302
8405,1106.9808
8406,1121.3602
8407,1137.493
8408,1155.791
8409,1176.4165
8410,1199.0835
8411,1223.0897
8412,1247.4563
8413,1020.11566
8414,980.1217
8415,983.73444
8416,987.5731
8417,991.73395
8418,996.294
8419,1001.3164
8420,1006.85254
8421,1012.942
8422,1019.612
8423,1026.8761
8424,1034.7325
8425,1043.1661
8426,1052.1523
8427,982.1626
8428,967.9936
8429,970.9511
8430,973.92725
8431,977.04584
8432,980.4007
8433,984.06836
8434,988.1136
8435,992.5921
8436,997.5528
8437,1003.0376
8438,1009.0815
8439,1015.71136
8440,1022.9443
8441,1030.7853
8442,1039.2295
8443,1048.2692
8444,1057.9056
8445,1068.1617
8446,1079.09
8447,1090.7831
8448,1103.403
8449,1117.2225
8450,1132.6384
8451,1150.0868
8452,1169.8328
8453,1191.7429
8454,1215.2357
8455,1239.4221
8456,1018.9463
8457,979.5957
8458,983.1253
8459,986.8737
8460,990.9362
8461,995.3894
8462,1000.29663
8463,1005.7095
8464,1011.6683
8465,1018.2011
8466,1025.3225
8467,1033.0322
8468,1041.3147
8469,1050.1443
8470,981.57263
8471,967.7397
8472,970.63544
8473,973.5451
8474,976.59076
8475,979.8656
8476,983.4456
8477,987.3946
8478,991.76843
8479,996.6154
8480,1001.9771
8481,1007.88824
8482,1014.3759
8483,1021.4569
8484,1029.1367
8485,1037.4092
8486,1046.2638
8487,1055.6964
8488,1065.7228
8489,1076.3851
8490,1087.7616
8491,1099.9877
8492,1113.2976
8493,1128.0532
8494,1144.6937
8495,1163.5632
8496,1184.6707
8497,1207.5698
8498,1231.4812
8499,1017.81946
8500,979.0874
8501,982.53595
8502,986.1961
8503,990.16223
8504,994.5108
8505,999.30505
8506,1004.59686
8507,1010.4272
8508,1016.82513
8509,1023.8062
8510,1031.3715
8511,1039.5061
8512,1048.1832
8513,981.00104
8514,967.49695
8515,970.33264
8516,973.1773
8517,976.1519
8518,979.3487
8519,982.8428
8520,986.69794
8521,990.9695
8522,995.7054
8523,1000.9466
8524,1006.72815
8525,1013.077
8526,1020.01013
8527,1027.533
8528,1035.639
8529,1044.3153
8530,1053.5532
8531,1063.3615
8532,1073.7738
8533,1084.8557
8534,1096.7205
8535,1109.5668
8536,1123.7174
8537,1139.5994
8538,1157.609
8539,1177.8822
8540,1200.1177
8541,1223.6273
8542,1016.73285
8543,978.59644
8544,981.96576
8545,985.5394
8546,989.4113
8547,993.65753
8548,998.341
8549,1003.51404
8550,1009.21814
8551,1015.4834
8552,1022.3264
8553,1029.7495
8554,1037.739
8555,1046.2675
8556,980.44714
8557,967.2653
8558,970.04224
8559,972.8233
8560,975.7286
8561,978.8491
8562,982.2595
8563,986.02295
8564,990.19446
8565,994.82153
8566,999.94543
8567,1005.6004
