,Predicted Fatal Cases
6910,39.498436
6911,37.627625
6912,36.046467
6913,34.676914
6914,33.43698
6915,32.28197
6916,31.201834
6917,30.376179
6918,29.626925
6919,28.933874
6920,28.49162
6921,28.321928
6922,34.095768
6923,38.170986
6924,36.114796
6925,34.30153
6926,32.655594
6927,31.101397
6928,29.769644
6929,28.670067
6930,27.783829
6931,27.449085
6932,27.175684
6933,26.929403
6934,26.722841
6935,26.555199
6936,26.430809
6937,26.387283
6938,26.424868
6939,26.591053
6940,26.931278
6941,27.47585
6942,28.275593
6943,29.480919
6944,31.817673
6945,34.898502
6946,38.46699
6947,42.20108
6948,46.12189
6949,49.653748
6950,52.899887
6951,37.669285
6952,42.139698
6953,39.926464
6954,38.034504
6955,36.4346
6956,35.045002
6957,33.784412
6958,32.605713
6959,31.501677
6960,30.58872
6961,29.816996
6962,29.105099
6963,28.55358
6964,28.366707
6965,34.533146
6966,38.633923
6967,36.561573
6968,34.729362
6969,33.066097
6970,31.494719
6971,30.06662
6972,28.948584
6973,27.922028
6974,27.558956
6975,27.276934
6976,27.01824
6977,26.801764
6978,26.623388
6979,26.483156
6980,26.41507
6981,26.430202
6982,26.558214
6983,26.86154
6984,27.357052
6985,28.099995
6986,29.16817
6987,31.28471
6988,34.213966
6989,37.717518
6990,41.392197
6991,45.293396
6992,48.879158
6993,52.106243
6994,37.73376
6995,42.58389
6996,40.35366
6997,38.44083
6998,36.82258
6999,35.41347
7000,34.13289
7001,32.931778
7002,31.804071
7003,30.80443
7004,30.010855
7005,29.275707
7006,28.653074
7007,28.415405
7008,34.97137
7009,39.0955
7010,37.00719
7011,35.156246
7012,33.476025
7013,31.88801
7014,30.364494
7015,29.22869
7016,28.170662
7017,27.670496
7018,27.379976
7019,27.109232
7020,26.882689
7021,26.693987
7022,26.53864
7023,26.451466
7024,26.441132
7025,26.532703
7026,26.800661
7027,27.250343
7028,27.937698
7029,28.927008
7030,30.787884
7031,33.56354
7032,36.989376
7033,40.652245
7034,44.46592
7035,48.105457
7036,51.35449
7037,37.80567
7038,43.02693
7039,40.78
7040,38.84654
7041,37.21029
7042,35.78216
7043,34.482254
7044,33.260452
7045,32.108833
7046,31.023119
7047,30.208286
7048,29.450617
7049,28.775589
7050,28.467808
7051,35.410282
7052,39.55568
7053,37.450726
7054,35.58213
7055,33.885292
7056,32.28114
7057,30.725466
7058,29.510225
7059,28.432446
7060,27.783606
7061,27.482178
7062,27.202272
7063,26.965519
7064,26.766872
7065,26.597223
7066,26.495304
7067,26.457357
7068,26.522722
7069,26.748335
7070,27.15499
7071,27.790226
7072,28.705286
7073,30.326246
7074,32.93904
7075,36.268177
7076,39.88024
7077,43.64073
7078,47.332207
7079,50.62029
7080,37.88489
7081,43.46879
7082,41.2054
7083,39.251553
7084,37.59596
7085,36.150944
7086,34.832348
7087,33.590557
7088,32.415783
7089,31.288141
7090,30.409086
7091,29.629564
7092,28.910467
7093,28.523714
7094,35.849743
7095,40.014427
7096,37.88942
7097,36.00694
7098,34.293804
7099,32.67401
7100,31.101597
7101,29.793037
7102,28.696178
7103,27.898207
7104,27.582203
7105,27.29727
7106,27.05014
7107,26.841917
7108,26.660666
7109,26.542618
7110,26.479551
7111,26.519718
7112,26.704287
7113,27.07032
7114,27.652325
7115,28.501978
7116,29.898638
7117,32.347965
7118,35.538013
7119,39.119423
7120,42.81893
7121,46.55887
7122,49.887547
7123,37.971355
7124,43.908142
7125,41.629837
7126,39.65581
7127,37.97913
7128,36.51972
7129,35.183
7130,33.92192
7131,32.724705
7132,31.574915
7133,30.613054
7134,29.81233
7135,29.07537
7136,28.582924
7137,36.289597
7138,40.47173
7139,38.326813
7140,36.430634
7141,34.701492
7142,33.066498
7143,31.47798
7144,30.076986
7145,28.961689
7146,28.014214
7147,27.683935
7148,27.394123
7149,27.136465
7150,26.918999
7151,26.7273
7152,26.593206
7153,26.513039
7154,26.522625
7155,26.668062
7156,26.99542
7157,27.526354
7158,28.316051
7159,29.503756
7160,31.792738
7161,34.837795
7162,38.37268
7163,41.99846
7164,45.780685
7165,49.157192
7166,38.065006
7167,44.33314
7168,42.053246
7169,40.059258
7170,38.363598
7171,36.888344
7172,35.534077
7173,34.25437
7174,33.03545
7175,31.8641
7176,30.820007
7177,29.99868
7178,29.239359
7179,28.645254
7180,36.729736
7181,40.927555
7182,38.76288
7183,36.853153
7184,35.108276
7185,33.45851
7186,31.854462
7187,30.361912
7188,29.228844
7189,28.183605
7190,27.787292
7191,27.492752
7192,27.2244
7193,26.998
7194,26.7963
7195,26.643276
7196,26.54704
7197,26.527561
7198,26.638998
7199,26.929571
7200,27.412817
7201,28.146502
7202,29.198713
7203,31.273026
7204,34.169186
7205,37.642876
7206,41.265503
7207,44.994392
7208,48.428173
7209,38.16579
7210,44.753838
7211,42.475605
7212,40.461834
7213,38.747448
7214,37.25673
7215,35.88544
7216,34.58776
7217,33.347836
7218,32.155514
7219,31.029774
7220,30.18843
7221,29.407476
7222,28.726915
7223,37.17001
7224,41.381878
7225,39.197575
7226,37.274467
7227,35.514107
7228,33.84995
7229,32.23093
7230,30.6477
7231,29.497494
7232,28.432835
7233,27.892193
7234,27.593071
7235,27.313856
7236,27.078808
7237,26.865768
7238,26.696081
7239,26.584787
7240,26.538946
7241,26.61559
7242,26.872126
7243,27.31096
7244,27.991644
7245,28.96283
7246,30.788177
7247,33.527653
7248,36.932777
7249,40.529865
7250,44.207836
7251,47.699467
7252,38.273697
7253,45.17327
7254,42.895023
7255,40.86349
7256,39.130585
7257,37.624767
7258,36.23697
7259,34.92193
7260,33.66169
7261,32.448986
7262,31.270359
7263,30.381357
7264,29.579493
7265,28.84776
7266,37.608677
7267,41.83467
7268,39.630898
7269,37.694454
7270,35.91891
7271,34.24074
7272,32.60727
7273,31.0017
7274,29.76749
7275,28.683987
7276,28.000097
7277,27.689737
7278,27.404755
7279,27.16133
7280,26.93564
7281,26.751755
7282,26.626083
7283,26.56244
7284,26.604946
7285,26.819298
7286,27.218996
7287,27.844053
7288,28.744833
7289,30.337301
7290,32.914745
7291,36.210655
7292,39.78085
7293,43.421604
7294,46.970146
7295,38.388695
7296,45.59138
7297,43.312405
7298,41.264187
7299,39.512962
7300,37.990078
7301,36.588535
7302,35.256737
7303,33.976875
7304,32.744366
7305,31.54535
7306,30.57729
7307,29.755169
7308,29.001743
7309,38.044155
7310,42.285942
7311,40.06281
7312,38.108967
7313,36.322643
7314,34.630787
7315,32.983368
7316,31.362097
7317,30.038702
7318,28.936922
7319,28.109604
7320,27.78675
7321,27.497011
7322,27.245455
7323,27.007584
7324,26.810131
7325,26.670732
7326,26.590105
7327,26.600315
7328,26.774445
7329,27.133793
7330,27.70669
7331,28.544554
7332,29.919285
7333,32.336617
7334,35.49706
7335,39.041245
7336,42.63493
7337,46.23885
7338,38.510765
7339,45.997246
7340,43.728615
7341,41.663883
7342,39.894512
7343,38.353394
7344,36.940033
7345,35.59205
7346,34.29321
7347,33.041492
7348,31.82258
7349,30.776047
7350,29.934296
7351,29.160837
7352,38.479443
7353,42.73341
7354,40.493282
7355,38.522152
7356,36.725243
7357,35.020054
7358,33.359146
7359,31.722765
7360,30.310991
7361,29.191507
7362,28.252052
7363,27.885246
7364,27.590563
7365,27.330929
7366,27.081467
7367,26.87108
7368,26.718567
7369,26.62172
7370,26.601374
7371,26.737104
7372,27.058138
7373,27.581623
7374,28.361006
7375,29.532866
7376,31.793348
7377,34.812027
7378,38.31398
7379,41.870766
7380,45.498123
7381,38.63989
7382,46.39918
7383,44.143635
7384,42.06255
7385,40.2752
7386,38.716095
7387,37.29134
7388,35.927734
7389,34.610588
7390,33.34021
7391,32.101887
7392,30.97747
7393,30.116665
7394,29.32214
7395,38.914417
7396,43.17847
7397,40.922314
7398,38.934006
7399,37.12668
7400,35.40843
7401,33.734478
7402,32.083576
7403,30.584248
7404,29.44761
7405,28.415709
7406,27.985159
7407,27.685331
7408,27.415066
7409,27.157177
7410,26.934582
7411,26.769413
7412,26.657078
7413,26.616226
7414,26.706871
7415,26.991625
7416,27.468536
7417,28.193218
7418,29.22526
7419,31.28467
7420,34.15548
7421,37.602013
7422,41.17466
7423,44.751717
7424,38.77605
7425,46.799786
7426,44.549496
7427,42.460144
7428,40.65497
7429,39.078144
7430,37.64238
7431,36.26366
7432,34.928844
7433,33.640385
7434,32.383133
7435,31.181383
7436,30.302082
7437,29.487228
7438,39.349022
7439,43.62194
7440,41.349873
7441,39.3445
7442,37.526905
7443,35.795876
7444,34.10929
7445,32.444416
7446,30.858335
7447,29.705107
7448,28.640602
7449,28.086414
7450,27.779728
7451,27.500603
7452,27.23461
7453,27.000399
7454,26.823109
7455,26.695986
7456,26.636705
7457,26.687462
7458,26.933714
7459,27.366703
7460,28.036156
7461,28.994146
7462,30.809988
7463,33.521378
7464,36.908184
7465,40.4434
7466,44.00321
7467,38.91922
7468,47.196518
7469,44.947456
7470,42.856647
7471,41.033768
7472,39.439472
7473,37.993057
7474,36.599728
7475,35.247837
7476,33.94188
7477,32.666176
7478,31.416866
7479,30.490381
7480,29.655882
7481,39.783127
7482,44.06383
7483,41.775963
7484,39.75361
7485,37.925884
7486,36.18234
7487,34.4835
7488,32.80519
7489,31.150982
7490,29.963873
7491,28.881124
7492,28.18896
7493,27.87287
7494,27.587473
7495,27.31367
7496,27.06837
7497,26.879492
7498,26.738249
7499,26.661386
7500,26.679007
7501,26.883919
7502,27.274801
7503,27.89083
7504,28.781324
7505,30.36847
7506,32.920483
7507,36.186573
7508,39.715527
7509,43.2531
7510,39.069374
7511,47.59118
7512,45.344173
7513,43.25203
7514,41.41157
7515,39.8016
7516,38.34128
7517,36.935818
7518,35.568153
7519,34.24455
7520,32.95088
7521,31.683302
7522,30.681372
7523,29.827887
7524,40.21666
7525,44.490246
7526,42.200573
7527,40.16132
7528,38.320503
7529,36.56776
7530,34.857063
7531,33.165794
7532,31.496416
7533,30.223791
7534,29.123274
7535,28.315565
7536,27.967356
7537,27.675602
7538,27.394258
7539,27.138372
7540,26.938425
7541,26.783703
7542,26.690046
7543,26.678293
7544,26.841763
7545,27.192795
7546,27.757072
7547,28.5858
7548,29.959042
7549,32.353355
7550,35.487743
7551,38.99539
7552,42.495182
7553,39.226463
7554,47.97194
7555,45.73964
7556,43.64627
7557,41.788345
7558,40.163136
7559,38.6873
7560,37.271847
7561,35.88944
7562,34.548267
7563,33.237114
7564,31.951683
7565,30.87491
7566,30.003042
7567,40.649532
7568,44.913006
7569,42.623676
7570,40.56761
7571,38.712788
7572,36.952106
7573,35.229862
7574,33.52612
7575,31.84218
7576,30.484749
7577,29.366953
7578,28.47149
7579,28.063124
7580,27.76492
7581,27.47628
7582,27.211355
7583,26.999767
7584,26.832167
7585,26.722477
7586,26.690693
7587,26.806831
7588,27.120174
7589,27.635733
7590,28.40663
7591,29.58049
7592,31.820126
7593,34.816124
7594,38.285965
7595,41.78895
7596,39.39043
7597,48.34822
7598,46.13102
7599,44.038097
7600,42.164047
7601,40.523773
7602,39.032722
7603,37.607685
7604,36.211086
7605,34.852913
7606,33.524757
7607,32.22187
7608,31.070827
7609,30.181162
7610,41.08168
7611,45.33417
7612,43.045288
7613,40.97247
7614,39.10375
7615,37.33532
7616,35.601875
7617,33.88611
7618,32.18814
7619,30.746637
7620,29.61203
7621,28.629036
7622,28.16012
7623,27.855341
7624,27.559649
7625,27.286928
7626,27.063381
7627,26.88348
7628,26.758484
7629,26.707586
7630,26.778715
7631,27.05638
7632,27.52603
7633,28.240072
7634,29.264484
7635,31.320612
7636,34.165215
7637,37.59025
7638,41.09969
7639,39.56122
7640,48.72315
7641,46.508957
7642,44.427284
7643,42.538666
7644,40.88347
7645,39.377476
7646,37.94328
7647,36.532967
7648,35.15837
7649,33.81367
7650,32.493725
7651,31.26899
7652,30.362057
7653,41.513016
7654,45.753742
7655,43.46538
7656,41.375885
7657,39.493374
7658,37.717373
7659,35.97302
7660,34.245644
7661,32.534206
7662,31.00935
7663,29.858418
7664,28.804924
7665,28.25698
7666,27.941393
7667,27.644283
7668,27.3641
7669,27.129131
7670,26.937496
7671,26.797869
7672,26.72874
7673,26.760593
7674,27.000889
7675,27.426655
7676,28.085802
7677,29.03786
7678,30.85429
7679,33.54249
7680,36.900513
7681,40.3881
7682,39.738758
7683,49.096703
7684,46.882874
7685,44.808502
7686,42.912167
7687,41.24218
7688,39.721516
7689,38.278515
7690,36.85498
7691,35.464516
7692,34.103756
7693,32.767147
7694,31.469263
7695,30.545574
7696,41.940643
7697,46.163364
7698,43.881508
7699,41.77785
7700,39.881634
7701,38.098232
7702,36.34325
7703,34.604687
7704,32.88027
7705,31.272787
7706,30.106003
7707,29.035645
7708,28.368147
7709,28.02782
7710,27.730114
7711,27.442776
7712,27.19703
7713,26.994059
7714,26.840464
7715,26.75392
7716,26.755756
7717,26.953226
7718,27.337446
7719,27.945303
7720,28.82914
7721,30.420362
7722,32.9519
7723,36.191364
7724,39.679775
7725,39.922966
7726,49.468884
7727,47.255558
7728,45.18137
7729,43.28454
7730,41.59988
7731,40.064777
7732,38.612644
7733,37.177048
7734,35.771233
7735,34.394894
7736,33.04202
7737,31.70968
7738,30.731544
7739,42.364388
7740,46.563114
7741,44.29557
7742,42.178364
7743,40.268517
7744,38.47646
7745,36.71253
7746,34.963135
7747,33.226246
7748,31.536856
7749,30.354696
7750,29.26783
7751,28.513554
7752,28.11521
7753,27.817059
7754,27.522854
7755,27.266867
7756,27.053024
7757,26.886087
7758,26.78292
7759,26.763987
7760,26.912926
7761,27.257923
7762,27.81581
7763,28.637367
7764,30.017841
7765,32.394062
7766,35.505737
7767,38.97758
7768,40.113758
7769,49.839684
7770,47.62701
7771,45.553043
7772,43.65576
7773,41.956535
7774,40.40722
7775,38.943382
7776,37.499058
7777,36.078434
7778,34.686977
7779,33.318222
7780,31.969818
7781,30.919811
7782,42.78715
7783,46.96105
7784,44.69816
7785,42.577408
7786,40.65402
7787,38.850845
7788,37.08079
7789,35.320957
7790,33.572044
7791,31.851892
7792,30.604391
7793,29.501385
7794,28.66035
7795,28.203503
7796,27.905056
7797,27.604263
7798,27.338497
7799,27.114275
7800,26.934584
7801,26.815542
7802,26.776794
7803,26.879595
7804,27.187498
7805,27.697289
7806,28.460508
7807,29.645538
7808,31.869228
7809,34.842945
7810,38.284546
7811,40.311024
7812,50.209084
7813,47.995888
7814,45.92351
7815,44.025814
7816,42.312115
7817,40.74922
7818,39.273556
7819,37.82093
7820,36.386005
7821,34.97991
7822,33.59565
7823,32.23153
7824,31.110256
7825,43.538345
7826,47.73853
7827,45.488464
7828,43.371094
7829,41.4208
7830,39.595814
7831,37.81418
7832,36.034412
7833,34.26281
7834,32.515347
7835,31.106419
7836,29.972271
7837,28.95982
7838,28.389778
7839,28.073639
7840,27.770706
7841,27.486708
7842,27.243095
7843,27.03959
7844,26.890875
7845,26.815199
7846,26.83396
7847,27.071796
7848,27.492434
7849,28.143541
7850,29.091892
7851,30.917717
7852,33.58729
7853,36.917137
7854,40.725273
7855,50.943684
7856,48.702858
7857,46.647522
7858,44.76239
7859,43.019985
7860,41.43302
7861,39.932003
7862,38.46396
7863,37.001877
7864,35.56788
7865,34.1538
7866,32.759216
7867,31.497103
7868,44.049095
7869,48.115913
7870,45.881382
7871,43.765736
7872,41.802063
7873,39.966343
7874,38.17922
7875,36.389954
7876,34.607628
7877,32.84724
7878,31.358583
7879,30.209414
7880,29.150984
7881,28.526175
7882,28.158592
7883,27.855595
7884,27.563097
7885,27.310427
7886,27.09581
7887,26.93324
7888,26.840334
7889,26.83757
7890,27.025543
7891,27.405237
7892,28.005703
7893,28.886353
7894,30.489866
7895,33.0055
7896,36.221226
7897,40.94266
7898,51.30887
7899,49.0545
7900,46.99936
7901,45.11892
7902,43.37223
7903,41.773438
7904,40.260162
7905,38.784966
7906,37.310005
7907,35.862736
7908,34.434326
7909,33.024998
7910,31.693272
7911,44.467457
7912,48.491783
7913,46.269802
7914,44.1589
7915,42.181915
7916,40.335564
7917,38.543133
7918,36.744644
7919,34.951977
7920,33.17915
7921,31.611399
7922,30.447592
7923,29.371433
7924,28.664684
7925,28.244392
7926,27.941505
7927,27.640877
7928,27.37963
7929,27.15433
7930,26.97851
7931,26.869158
7932,26.845867
7933,26.98643
7934,27.327469
7935,27.880503
7936,28.697443
7937,30.092766
7938,32.455498
7939,35.547466
7940,41.164547
7941,51.67263
7942,49.40492
7943,47.35003
7944,45.46833
7945,43.72331
7946,42.112858
7947,40.58755
7948,39.10354
7949,37.618385
7950,36.15805
7951,34.715706
7952,33.29194
7953,31.891113
7954,44.8846
7955,48.86613
7956,46.64371
7957,44.549786
7958,42.560337
7959,40.703457
7960,38.902527
7961,37.098446
7962,35.295795
7963,33.510975
7964,31.864782
7965,30.686707
7966,29.593128
7967,28.806963
7968,28.330978
7969,28.02357
7970,27.719969
7971,27.450611
7972,27.215015
7973,27.02654
7974,26.901464
7975,26.85861
7976,26.954046
7977,27.258547
7978,27.764421
7979,28.520191
7980,29.725292
7981,31.937609
7982,34.89014
7983,41.392242
7984,52.03497
7985,49.754105
7986,47.699528
7987,45.816563
7988,44.07324
7989,42.451237
7990,40.91413
7991,39.420105
7992,37.927532
7993,36.45374
7994,34.99784
7995,33.55995
7996,32.14082
7997,43.657185
7998,47.35743
7999,45.09406
8000,42.974983
8001,41.038113
8002,39.223976
8003,37.44803
8004,35.67806
8005,33.917595
8006,32.183533
8007,30.855001
8008,29.736233
8009,28.808937
8010,28.292656
8011,27.98957
8012,27.686905
8013,27.411808
8014,27.177671
8015,26.985806
8016,26.851583
8017,26.793941
8018,26.852821
8019,27.125624
8020,27.589674
8021,28.294855
8022,29.314999
8023,31.377264
8024,34.200153
8025,37.60372
8026,40.514652
8027,50.577087
8028,48.349987
8029,46.291557
8030,44.39469
8031,42.666603
8032,41.0916
8033,39.60312
8034,38.142593
8035,36.693844
8036,35.27357
8037,33.874214
8038,32.49469
8039,31.302723
8040,44.935925
8041,49.238956
8042,47.01619
8043,44.929943
8044,42.937332
8045,41.07
8046,39.260216
8047,37.451313
8048,35.639046
8049,33.842667
8050,32.118664
8051,30.924831
8052,29.815998
8053,28.950403
8054,28.419699
8055,28.105658
8056,27.800285
8057,27.523191
8058,27.277758
8059,27.077177
8060,26.937077
8061,26.875551
8062,26.928022
8063,27.197948
8064,27.658321
8065,28.356987
8066,29.386198
8067,31.451775
8068,34.25704
8069,41.625015
8070,52.39587
8071,50.10207
8072,48.047832
8073,46.161785
8074,44.422005
8075,42.788532
8076,41.239845
8077,39.73613
8078,38.23651
8079,36.749718
8080,35.28065
8081,33.828964
8082,32.395794
8083,45.688423
8084,49.610268
8085,47.387234
8086,45.301407
8087,43.31289
8088,41.4352
8089,39.616703
8090,37.80322
8091,35.981655
8092,34.174145
8093,32.402946
8094,31.163195
8095,30.039967
8096,29.094994
8097,28.551708
8098,28.188608
8099,27.881748
8100,27.597263
8101,27.342424
8102,27.13028
8103,26.975813
8104,26.89647
8105,26.913849
8106,27.145166
8107,27.56268
8108,28.207855
8109,29.154648
8110,30.99764
8111,33.65272
8112,41.859306
8113,52.75532
8114,50.4488
8115,48.387825
8116,46.504738
8117,44.769592
8118,43.12476
8119,41.56493
8120,40.051556
8121,38.545277
8122,37.045895
8123,35.564053
8124,34.098885
8125,32.651955
8126,46.084305
8127,49.98007
8128,47.754086
8129,45.671436
8130,43.687035
8131,41.799053
8132,39.971977
8133,38.15413
8134,36.32358
8135,34.50533
8136,32.72078
8137,31.40229
8138,30.264965
8139,29.241985
8140,28.684687
8141,28.27235
8142,27.964586
8143,27.672743
8144,27.408913
8145,27.185713
8146,27.01751
8147,26.921154
8148,26.916124
8149,27.099752
8150,27.47685
8151,28.071928
8152,28.951473
8153,30.574526
8154,33.07843
8155,42.099026
8156,53.113335
8157,50.794277
8158,48.71858
8159,46.841175
8160,45.115986
8161,43.459877
8162,41.89047
8163,40.36632
8164,38.85375
8165,37.342213
8166,35.84798
8167,34.369625
8168,32.909218
8169,46.470055
8170,50.348343
8171,48.107246
8172,46.038425
8173,44.059746
8174,42.161533
8175,40.32604
8176,38.504017
8177,36.664783
8178,34.836185
8179,33.038727
8180,31.642046
8181,30.49093
8182,29.45047
8183,28.81857
8184,28.356855
8185,28.043766
8186,27.74954
8187,27.477123
8188,27.24335
8189,27.062016
8190,26.949396
8191,26.924114
8192,27.061268
8193,27.400219
8194,27.948399
8195,28.762892
8196,30.181562
8197,32.534985
8198,42.34405
8199,53.469883
8200,51.13854
8201,49.04761
8202,47.170456
8203,45.451347
8204,43.793888
8205,42.215054
8206,40.680416
8207,39.16186
8208,37.638596
8209,36.132347
8210,34.641132
8211,33.16881
8212,46.848946
8213,50.7151
8214,48.45904
8215,46.402557
8216,44.431034
8217,42.522663
8218,40.67885
8219,38.85148
8220,37.005226
8221,35.166645
8222,33.356716
8223,31.882414
8224,30.7178
8225,29.663427
8226,28.95331
8227,28.442062
8228,28.123838
8229,27.82757
8230,27.54703
8231,27.30308
8232,27.109177
8233,26.981012
8234,26.936417
8235,27.029327
8236,27.332233
8237,27.835875
8238,28.586702
8239,29.81768
8240,32.022785
8241,42.594276
8242,53.824978
8243,51.481544
8244,49.375515
8245,47.498573
8246,45.781452
8247,44.12677
8248,42.538666
8249,40.993774
8250,39.467106
8251,37.934956
8252,36.41708
8253,34.91332
8254,33.42949
8255,47.226475
8256,51.079597
8257,48.80945
8258,46.75942
8259,44.800896
8260,42.88242
8261,41.03042
8262,39.195484
8263,37.344864
8264,35.496655
8265,33.674686
8266,32.123306
8267,30.94549
8268,29.877434
8269,29.08887
8270,28.566576
8271,28.204746
8272,27.906761
8273,27.618534
8274,27.36477
8275,27.158848
8276,27.015827
8277,26.952797
8278,27.003551
8279,27.272364
8280,27.730988
8281,28.42523
8282,29.481672
8283,31.541859
8284,42.849564
8285,54.17859
8286,51.823315
8287,49.702293
8288,47.825558
8289,46.10716
8290,44.458527
8291,42.861275
8292,41.30636
8293,39.77092
8294,38.23126
8295,36.702126
8296,35.186127
8297,33.691
8298,47.601044
8299,51.44139
8300,49.15848
8301,47.108593
8302,45.164955
8303,43.240814
8304,41.380726
8305,39.53841
8306,37.683674
8307,35.826176
8308,33.992573
8309,32.364674
8310,31.173954
8311,30.092436
8312,29.225199
8313,28.69577
8314,28.286434
8315,27.98532
8316,27.691473
8317,27.428318
8318,27.210903
8319,27.053665
8320,26.973047
8321,26.993366
8322,27.220129
8323,27.636356
8324,28.27759
8325,29.224909
8326,31.09192
8327,43.109802
8328,54.530735
8329,52.16383
8330,50.027954
8331,48.151398
8332,46.430847
8333,44.789127
8334,43.18286
8335,41.61816
8336,40.074226
8337,38.527416
8338,36.987392
8339,35.45948
8340,33.95327
8341,47.972504
8342,51.800465
8343,49.50614
8344,47.45641
8345,45.51539
8346,43.597843
8347,41.72977
8348,39.88023
8349,38.02163
8350,36.155148
8351,34.310326
8352,32.606453
8353,31.403128
8354,30.308369
8355,29.362394
8356,28.825642
8357,28.368853
8358,28.061243
8359,27.765749
8360,27.493628
8361,27.26521
8362,27.094378
8363,26.996958
8364,26.991598
8365,27.175068
8366,27.551336
8367,28.14294
8368,29.023376
8369,30.672375
8370,43.374844
8371,54.881226
8372,52.50311
8373,50.35248
8374,48.47484
8375,46.75338
8376,45.11858
8377,43.50342
8378,41.92911
8379,40.376987
8380,38.823387
8381,37.27283
8382,35.733326
8383,34.216244
8384,48.3282
8385,52.15422
8386,49.85245
8387,47.802895
8388,45.864
8389,43.953518
8390,42.07756
8391,40.22096
8392,38.358692
8393,36.483543
8394,34.626316
8395,32.84858
8396,31.632961
8397,30.525175
8398,29.526163
8399,28.956305
8400,28.451954
8401,28.138132
8402,27.84129
8403,27.560583
8404,27.321644
8405,27.137806
8406,27.024326
8407,26.998964
8408,27.136774
8409,27.475334
8410,28.020273
8411,28.833897
8412,30.282408
8413,43.64459
8414,55.22507
8415,52.841133
8416,50.675896
8417,48.78517
8418,47.07214
8419,45.446884
8420,43.822937
8421,42.240208
8422,40.679146
8423,39.11911
8424,37.55838
8425,36.007603
8426,34.479683
8427,48.68248
8428,52.506508
8429,50.197384
8430,48.139656
8431,46.208755
8432,44.307816
8433,42.42407
8434,40.56056
8435,38.694847
8436,36.811325
8437,34.941143
8438,33.126408
8439,31.863386
8440,30.742815
8441,29.731064
8442,29.08772
8443,28.566654
8444,28.215923
8445,27.918015
8446,27.62909
8447,27.380087
8448,27.1838
8449,27.054976
8450,27.010544
8451,27.104853
8452,27.40779
8453,27.908466
8454,28.65902
8455,29.921013
8456,43.918816
8457,55.567448
8458,53.177902
8459,50.99819
8460,49.09442
8461,47.38159
8462,45.76292
8463,44.141384
8464,42.55095
8465,40.980686
8466,39.415142
8467,37.843987
8468,36.282234
8469,34.741997
8470,49.03532
8471,52.85731
8472,50.54096
8473,48.469257
8474,46.55217
8475,44.660763
8476,42.769314
8477,40.89903
8478,39.026466
8479,37.138447
8480,35.2557
8481,33.42858
8482,32.094364
8483,30.961224
8484,29.936895
8485,29.219843
8486,28.692293
8487,28.294561
8488,27.993086
8489,27.699173
8490,27.440434
8491,27.232235
8492,27.08873
8493,27.026108
8494,27.081356
8495,27.3482
8496,27.80683
8497,28.498634
8498,29.587042
8499,44.194477
8500,55.908363
8501,53.512623
8502,51.319363
8503,49.40257
8504,47.68993
8505,46.07536
8506,44.45877
8507,42.860798
8508,41.28155
8509,39.70878
8510,38.12957
8511,36.55717
8512,35.004868
8513,49.386723
8514,53.206635
8515,50.879135
8516,48.797577
8517,46.894222
8518,45.01235
8519,43.113274
8520,41.236362
8521,39.357082
8522,37.46488
8523,35.56994
8524,33.730793
8525,32.325817
8526,31.180365
8527,30.143623
8528,29.352636
8529,28.81873
8530,28.373993
8531,28.066725
8532,27.770687
8533,27.502579
8534,27.282969
8535,27.125425
8536,27.045439
8537,27.070782
8538,27.296076
8539,27.7127
8540,28.351881
8541,29.301662
8542,44.474346
8543,56.247784
8544,53.84197
8545,51.639435
8546,49.709633
8547,47.99714
8548,46.384384
8549,44.77508
8550,43.169712
8551,41.581726
8552,40.001076
8553,38.415104
8554,36.832375
8555,35.26825
8556,49.736645
8557,53.554462
8558,51.21548
8559,49.124607
8560,47.22483
8561,45.362408
8562,43.455963
8563,41.57255
8564,39.68673
8565,37.790623
8566,35.883827
8567,34.033012
8568,32.55772
8569,31.400175
8570,30.35119
8571,29.486065
8572,28.945923
8573,28.454159
8574,28.141348
8575,27.843496
8576,27.566416
8577,27.335892
8578,27.16491
8579,27.068333
8580,27.065035
8581,27.25098
8582,27.628016
8583,28.217928
8584,29.099836
8585,44.758324
8586,56.58572
8587,54.170074
8588,51.958378
8589,50.01561
8590,48.30325
8591,46.690834
8592,45.09031
8593,43.477695
8594,41.881184
8595,40.292923
8596,38.700527
8597,37.107773
8598,35.53208
8599,50.08509
8600,53.9008
8601,51.55051
8602,49.45035
8603,47.552635
8604,45.698063
8605,43.797386
8606,41.90759
8607,40.015423
8608,38.11562
8609,36.197334
8610,34.33519
8611,32.790016
8612,31.62062
8613,30.55955
8614,29.62062
8615,29.073828
8616,28.555412
8617,28.216896
8618,27.917519
8619,27.631847
8620,27.390877
8621,27.207035
8622,27.09461
8623,27.070715
8624,27.2125
8625,27.55219
8626,28.095486
8627,28.910484
8628,45.04626
8629,56.922146
8630,54.496952
8631,52.27588
8632,50.320515
8633,48.608246
8634,46.99616
8635,45.404446
8636,43.784714
8637,42.180073
8638,40.584282
8639,38.985783
8640,37.383923
8641,35.796318
8642,50.432022
8643,54.245617
8644,51.884216
8645,49.772118
8646,47.879154
8647,46.028225
8648,44.13753
8649,42.241474
8650,40.343105
8651,38.43882
8652,36.510406
8653,34.637268
8654,33.022655
8655,31.841646
8656,30.768671
8657,29.811516
8658,29.202404
